Compressor,Dataset,Field,REL Error Bound,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (s),Decompression Runtime (s),CPU Core,Compression Energy (J),Decompression Energy (J)
sz,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,0,0.000000e+00,0.000000e+00,6.884707e-04,2.989827e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.435390e+07,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.781142e-01,168480000,4.947360e+01,4.220358e-01,3.359849e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.707623e-01,3596255,1.873949e+02,673920000,673920000,2.933323e+00,2.026376e+00,4,6.529244e+02,4.542256e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,1,0.000000e+00,0.000000e+00,6.884707e-04,2.989827e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.435390e+07,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.781142e-01,168480000,4.947360e+01,4.220358e-01,3.359849e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.707623e-01,3596255,1.873949e+02,673920000,673920000,2.926643e+00,2.024799e+00,4,6.495730e+02,4.513922e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,2,0.000000e+00,0.000000e+00,6.884707e-04,2.989827e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.435390e+07,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.781142e-01,168480000,4.947360e+01,4.220358e-01,3.359849e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.707623e-01,3596255,1.873949e+02,673920000,673920000,2.930745e+00,2.027148e+00,4,6.506482e+02,4.539915e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,3,0.000000e+00,0.000000e+00,6.884707e-04,2.989827e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.435390e+07,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.781142e-01,168480000,4.947360e+01,4.220358e-01,3.359849e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.707623e-01,3596255,1.873949e+02,673920000,673920000,2.927676e+00,2.045099e+00,4,6.501715e+02,4.563419e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,4,0.000000e+00,0.000000e+00,6.884707e-04,2.989827e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.435390e+07,1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.781142e-01,168480000,4.947360e+01,4.220358e-01,3.359849e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.707623e-01,3596255,1.873949e+02,673920000,673920000,2.929135e+00,2.027198e+00,4,6.503451e+02,4.541297e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,0,0.000000e+00,0.000000e+00,-4.598916e-05,5.924795e-02,2.512230e-01,1.256115e-01,1.256115e-01,3.146602e+06,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.883724e-03,168480000,6.509308e+01,6.988364e-02,5.563474e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.353724e+00,28509431,2.363849e+01,673920000,673920000,4.632828e+00,2.997340e+00,2,1.027770e+03,6.708009e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,1,0.000000e+00,0.000000e+00,-4.598916e-05,5.924795e-02,2.512230e-01,1.256115e-01,1.256115e-01,3.146602e+06,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.883724e-03,168480000,6.509308e+01,6.988364e-02,5.563474e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.353724e+00,28509431,2.363849e+01,673920000,673920000,4.627689e+00,2.978259e+00,2,1.024723e+03,6.635390e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,2,0.000000e+00,0.000000e+00,-4.598916e-05,5.924795e-02,2.512230e-01,1.256115e-01,1.256115e-01,3.146602e+06,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.883724e-03,168480000,6.509308e+01,6.988364e-02,5.563474e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.353724e+00,28509431,2.363849e+01,673920000,673920000,4.622125e+00,2.979699e+00,2,1.025344e+03,6.638907e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,3,0.000000e+00,0.000000e+00,-4.598916e-05,5.924795e-02,2.512230e-01,1.256115e-01,1.256115e-01,3.146602e+06,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.883724e-03,168480000,6.509308e+01,6.988364e-02,5.563474e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.353724e+00,28509431,2.363849e+01,673920000,673920000,4.624824e+00,2.977395e+00,2,1.025609e+03,6.631322e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,4,0.000000e+00,0.000000e+00,-4.598916e-05,5.924795e-02,2.512230e-01,1.256115e-01,1.256115e-01,3.146602e+06,1.000000e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.883724e-03,168480000,6.509308e+01,6.988364e-02,5.563474e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.353724e+00,28509431,2.363849e+01,673920000,673920000,4.629319e+00,2.977123e+00,2,1.045153e+03,6.711830e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,0,0.000000e+00,0.000000e+00,-1.964244e-06,6.186319e-03,2.512230e-02,1.256115e-02,1.256115e-02,2.519565e+05,9.999998e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.165920e-05,168480000,8.484911e+01,7.187433e-03,5.721954e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.879872e+00,60650109,1.111160e+01,673920000,673920000,5.209565e+00,3.142769e+00,3,1.164483e+03,7.002705e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,1,0.000000e+00,0.000000e+00,-1.964244e-06,6.186319e-03,2.512230e-02,1.256115e-02,1.256115e-02,2.519565e+05,9.999998e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.165920e-05,168480000,8.484911e+01,7.187433e-03,5.721954e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.879872e+00,60650109,1.111160e+01,673920000,673920000,5.190644e+00,3.124890e+00,3,1.146818e+03,6.943546e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,2,0.000000e+00,0.000000e+00,-1.964244e-06,6.186319e-03,2.512230e-02,1.256115e-02,1.256115e-02,2.519565e+05,9.999998e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.165920e-05,168480000,8.484911e+01,7.187433e-03,5.721954e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.879872e+00,60650109,1.111160e+01,673920000,673920000,5.200883e+00,3.120130e+00,3,1.149760e+03,6.930607e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,3,0.000000e+00,0.000000e+00,-1.964244e-06,6.186319e-03,2.512230e-02,1.256115e-02,1.256115e-02,2.519565e+05,9.999998e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.165920e-05,168480000,8.484911e+01,7.187433e-03,5.721954e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.879872e+00,60650109,1.111160e+01,673920000,673920000,5.196677e+00,3.119550e+00,3,1.152831e+03,6.927273e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,4,0.000000e+00,0.000000e+00,-1.964244e-06,6.186319e-03,2.512230e-02,1.256115e-02,1.256115e-02,2.519565e+05,9.999998e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.165920e-05,168480000,8.484911e+01,7.187433e-03,5.721954e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.879872e+00,60650109,1.111160e+01,673920000,673920000,5.182947e+00,3.120848e+00,3,1.145743e+03,6.926912e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,0,0.000000e+00,0.000000e+00,3.168428e-08,6.214149e-04,2.512226e-03,1.256114e-03,1.256114e-03,3.435537e+04,9.999990e-06,0.000000e+00,0.000000e+00,0.000000e+00,5.203711e-07,168480000,1.048175e+02,7.213675e-04,5.742845e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.634693e+00,118666643,5.679102e+00,673920000,673920000,5.375668e+00,4.372286e+00,2,1.190604e+03,9.730798e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,1,0.000000e+00,0.000000e+00,3.168428e-08,6.214149e-04,2.512226e-03,1.256114e-03,1.256114e-03,3.435537e+04,9.999990e-06,0.000000e+00,0.000000e+00,0.000000e+00,5.203711e-07,168480000,1.048175e+02,7.213675e-04,5.742845e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.634693e+00,118666643,5.679102e+00,673920000,673920000,5.310187e+00,4.355593e+00,2,1.177808e+03,9.707415e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,2,0.000000e+00,0.000000e+00,3.168428e-08,6.214149e-04,2.512226e-03,1.256114e-03,1.256114e-03,3.435537e+04,9.999990e-06,0.000000e+00,0.000000e+00,0.000000e+00,5.203711e-07,168480000,1.048175e+02,7.213675e-04,5.742845e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.634693e+00,118666643,5.679102e+00,673920000,673920000,5.337601e+00,4.351176e+00,2,1.179918e+03,9.696111e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,3,0.000000e+00,0.000000e+00,3.168428e-08,6.214149e-04,2.512226e-03,1.256114e-03,1.256114e-03,3.435537e+04,9.999990e-06,0.000000e+00,0.000000e+00,0.000000e+00,5.203711e-07,168480000,1.048175e+02,7.213675e-04,5.742845e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.634693e+00,118666643,5.679102e+00,673920000,673920000,5.318731e+00,4.354622e+00,2,1.176891e+03,9.714945e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,4,0.000000e+00,0.000000e+00,3.168428e-08,6.214149e-04,2.512226e-03,1.256114e-03,1.256114e-03,3.435537e+04,9.999990e-06,0.000000e+00,0.000000e+00,0.000000e+00,5.203711e-07,168480000,1.048175e+02,7.213675e-04,5.742845e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.634693e+00,118666643,5.679102e+00,673920000,673920000,5.320726e+00,4.352791e+00,2,1.180283e+03,9.708245e+02
sz,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,0,0.000000e+00,0.000000e+00,1.472327e-09,6.184072e-05,2.512228e-04,1.256114e-04,1.256114e-04,2.619107e+03,9.999993e-07,0.000000e+00,0.000000e+00,0.000000e+00,5.176124e-09,168480000,1.248405e+02,7.194529e-05,5.727603e-07,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,8.931219e+00,188091462,3.582938e+00,673920000,673920000,5.287064e+00,5.309422e+00,4,1.169631e+03,1.181252e+03
sz,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,1,0.000000e+00,0.000000e+00,1.472327e-09,6.184072e-05,2.512228e-04,1.256114e-04,1.256114e-04,2.619107e+03,9.999993e-07,0.000000e+00,0.000000e+00,0.000000e+00,5.176124e-09,168480000,1.248405e+02,7.194529e-05,5.727603e-07,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,8.931219e+00,188091462,3.582938e+00,673920000,673920000,5.260696e+00,5.337438e+00,4,1.164654e+03,1.186713e+03
sz,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,2,0.000000e+00,0.000000e+00,1.472327e-09,6.184072e-05,2.512228e-04,1.256114e-04,1.256114e-04,2.619107e+03,9.999993e-07,0.000000e+00,0.000000e+00,0.000000e+00,5.176124e-09,168480000,1.248405e+02,7.194529e-05,5.727603e-07,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,8.931219e+00,188091462,3.582938e+00,673920000,673920000,5.246506e+00,5.329213e+00,4,1.164837e+03,1.184631e+03
sz,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,3,0.000000e+00,0.000000e+00,1.472327e-09,6.184072e-05,2.512228e-04,1.256114e-04,1.256114e-04,2.619107e+03,9.999993e-07,0.000000e+00,0.000000e+00,0.000000e+00,5.176124e-09,168480000,1.248405e+02,7.194529e-05,5.727603e-07,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,8.931219e+00,188091462,3.582938e+00,673920000,673920000,5.241310e+00,5.322851e+00,4,1.160417e+03,1.182497e+03
sz,cesm,V_1_26_1800_3600.f32,1.000000e-06,1.256115e-04,4,0.000000e+00,0.000000e+00,1.472327e-09,6.184072e-05,2.512228e-04,1.256114e-04,1.256114e-04,2.619107e+03,9.999993e-07,0.000000e+00,0.000000e+00,0.000000e+00,5.176124e-09,168480000,1.248405e+02,7.194529e-05,5.727603e-07,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,8.931219e+00,188091462,3.582938e+00,673920000,673920000,5.232538e+00,5.327529e+00,4,1.157945e+03,1.185053e+03
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,0,0.000000e+00,0.000000e+00,-6.181410e-02,2.166910e+00,2.512221e+01,1.256114e+01,1.256114e+01,9.128355e+07,9.999988e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.179181e+00,168480000,3.341984e+01,2.679399e+00,2.133084e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,4.568186e-03,96206,7.004969e+03,673920000,673920000,3.614117e+00,1.705693e+00,3,8.045133e+02,3.814126e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,1,0.000000e+00,0.000000e+00,-6.181410e-02,2.166910e+00,2.512221e+01,1.256114e+01,1.256114e+01,9.128355e+07,9.999988e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.179181e+00,168480000,3.341984e+01,2.679399e+00,2.133084e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,4.568186e-03,96206,7.004969e+03,673920000,673920000,3.613161e+00,1.699920e+00,3,8.020659e+02,3.803992e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,2,0.000000e+00,0.000000e+00,-6.181410e-02,2.166910e+00,2.512221e+01,1.256114e+01,1.256114e+01,9.128355e+07,9.999988e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.179181e+00,168480000,3.341984e+01,2.679399e+00,2.133084e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,4.568186e-03,96206,7.004969e+03,673920000,673920000,3.611951e+00,1.699012e+00,3,8.036640e+02,3.802353e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,3,0.000000e+00,0.000000e+00,-6.181410e-02,2.166910e+00,2.512221e+01,1.256114e+01,1.256114e+01,9.128355e+07,9.999988e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.179181e+00,168480000,3.341984e+01,2.679399e+00,2.133084e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,4.568186e-03,96206,7.004969e+03,673920000,673920000,3.611445e+00,1.713870e+00,3,8.071500e+02,3.838214e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-01,1.256115e+01,4,0.000000e+00,0.000000e+00,-6.181410e-02,2.166910e+00,2.512221e+01,1.256114e+01,1.256114e+01,9.128355e+07,9.999988e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.179181e+00,168480000,3.341984e+01,2.679399e+00,2.133084e-02,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,4.568186e-03,96206,7.004969e+03,673920000,673920000,3.615833e+00,1.696255e+00,3,8.040872e+02,3.787491e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,0,0.000000e+00,0.000000e+00,-7.521173e-04,3.339802e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.175936e+07,9.999999e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.804266e-01,168480000,4.941758e+01,4.247665e-01,3.381589e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.288170e-01,2712887,2.484143e+02,673920000,673920000,3.880919e+00,1.746213e+00,4,8.684774e+02,3.907254e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,1,0.000000e+00,0.000000e+00,-7.521173e-04,3.339802e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.175936e+07,9.999999e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.804266e-01,168480000,4.941758e+01,4.247665e-01,3.381589e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.288170e-01,2712887,2.484143e+02,673920000,673920000,3.877423e+00,1.744322e+00,4,8.617140e+02,3.905523e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,2,0.000000e+00,0.000000e+00,-7.521173e-04,3.339802e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.175936e+07,9.999999e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.804266e-01,168480000,4.941758e+01,4.247665e-01,3.381589e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.288170e-01,2712887,2.484143e+02,673920000,673920000,3.874688e+00,1.740670e+00,4,8.631574e+02,3.891968e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,3,0.000000e+00,0.000000e+00,-7.521173e-04,3.339802e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.175936e+07,9.999999e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.804266e-01,168480000,4.941758e+01,4.247665e-01,3.381589e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.288170e-01,2712887,2.484143e+02,673920000,673920000,3.874184e+00,1.754633e+00,4,8.614541e+02,3.924951e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-02,1.256115e+00,4,0.000000e+00,0.000000e+00,-7.521173e-04,3.339802e-01,2.512230e+00,1.256115e+00,1.256115e+00,3.175936e+07,9.999999e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.804266e-01,168480000,4.941758e+01,4.247665e-01,3.381589e-03,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.288170e-01,2712887,2.484143e+02,673920000,673920000,3.878237e+00,1.737090e+00,4,8.629032e+02,3.882585e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,0,0.000000e+00,0.000000e+00,-3.066897e-05,5.128780e-02,2.512292e-01,1.256161e-01,1.256161e-01,3.148842e+06,1.000036e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.857198e-03,168480000,6.611787e+01,6.210634e-02,4.944319e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.033981e+00,21775632,3.094836e+01,673920000,673920000,4.349271e+00,2.241351e+00,2,9.732107e+02,5.014117e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,1,0.000000e+00,0.000000e+00,-3.066897e-05,5.128780e-02,2.512292e-01,1.256161e-01,1.256161e-01,3.148842e+06,1.000036e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.857198e-03,168480000,6.611787e+01,6.210634e-02,4.944319e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.033981e+00,21775632,3.094836e+01,673920000,673920000,4.338688e+00,2.222306e+00,2,9.661852e+02,4.981916e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,2,0.000000e+00,0.000000e+00,-3.066897e-05,5.128780e-02,2.512292e-01,1.256161e-01,1.256161e-01,3.148842e+06,1.000036e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.857198e-03,168480000,6.611787e+01,6.210634e-02,4.944319e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.033981e+00,21775632,3.094836e+01,673920000,673920000,4.333260e+00,2.224402e+00,2,9.665773e+02,4.984647e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,3,0.000000e+00,0.000000e+00,-3.066897e-05,5.128780e-02,2.512292e-01,1.256161e-01,1.256161e-01,3.148842e+06,1.000036e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.857198e-03,168480000,6.611787e+01,6.210634e-02,4.944319e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.033981e+00,21775632,3.094836e+01,673920000,673920000,4.332147e+00,2.215859e+00,2,9.645213e+02,4.979276e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-03,1.256115e-01,4,0.000000e+00,0.000000e+00,-3.066897e-05,5.128780e-02,2.512292e-01,1.256161e-01,1.256161e-01,3.148842e+06,1.000036e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.857198e-03,168480000,6.611787e+01,6.210634e-02,4.944319e-04,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,1.033981e+00,21775632,3.094836e+01,673920000,673920000,4.338183e+00,2.221803e+00,2,9.659820e+02,5.014318e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,0,0.000000e+00,0.000000e+00,-2.603268e-06,5.406437e-03,2.513459e-02,1.256897e-02,1.256897e-02,2.951564e+05,1.000623e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.172541e-05,168480000,8.577658e+01,6.459521e-03,5.142459e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.731399e+00,57523253,1.171561e+01,673920000,673920000,4.702853e+00,3.008333e+00,3,1.046084e+03,6.704803e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,1,0.000000e+00,0.000000e+00,-2.603268e-06,5.406437e-03,2.513459e-02,1.256897e-02,1.256897e-02,2.951564e+05,1.000623e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.172541e-05,168480000,8.577658e+01,6.459521e-03,5.142459e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.731399e+00,57523253,1.171561e+01,673920000,673920000,4.691376e+00,3.007575e+00,3,1.043892e+03,6.701839e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,2,0.000000e+00,0.000000e+00,-2.603268e-06,5.406437e-03,2.513459e-02,1.256897e-02,1.256897e-02,2.951564e+05,1.000623e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.172541e-05,168480000,8.577658e+01,6.459521e-03,5.142459e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.731399e+00,57523253,1.171561e+01,673920000,673920000,4.687749e+00,3.003932e+00,3,1.041640e+03,6.706831e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,3,0.000000e+00,0.000000e+00,-2.603268e-06,5.406437e-03,2.513459e-02,1.256897e-02,1.256897e-02,2.951564e+05,1.000623e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.172541e-05,168480000,8.577658e+01,6.459521e-03,5.142459e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.731399e+00,57523253,1.171561e+01,673920000,673920000,4.691006e+00,3.002058e+00,3,1.045641e+03,6.713572e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-04,1.256115e-02,4,0.000000e+00,0.000000e+00,-2.603268e-06,5.406437e-03,2.513459e-02,1.256897e-02,1.256897e-02,2.951564e+05,1.000623e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.172541e-05,168480000,8.577658e+01,6.459521e-03,5.142459e-05,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,2.731399e+00,57523253,1.171561e+01,673920000,673920000,4.686603e+00,3.018796e+00,3,1.041257e+03,6.726192e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,0,0.000000e+00,0.000000e+00,2.103865e-07,5.816936e-04,2.552032e-03,1.281738e-03,1.281738e-03,1.914494e+04,1.020399e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.678372e-07,168480000,1.052796e+02,6.839863e-04,5.445251e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.153362e+00,108529800,6.209539e+00,673920000,673920000,4.921746e+00,4.224681e+00,2,1.097395e+03,9.419084e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,1,0.000000e+00,0.000000e+00,2.103865e-07,5.816936e-04,2.552032e-03,1.281738e-03,1.281738e-03,1.914494e+04,1.020399e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.678372e-07,168480000,1.052796e+02,6.839863e-04,5.445251e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.153362e+00,108529800,6.209539e+00,673920000,673920000,4.904299e+00,4.180987e+00,2,1.095041e+03,9.362269e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,2,0.000000e+00,0.000000e+00,2.103865e-07,5.816936e-04,2.552032e-03,1.281738e-03,1.281738e-03,1.914494e+04,1.020399e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.678372e-07,168480000,1.052796e+02,6.839863e-04,5.445251e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.153362e+00,108529800,6.209539e+00,673920000,673920000,4.898283e+00,4.189642e+00,2,1.093489e+03,9.345959e+02
sz3,cesm,V_1_26_1800_3600.f32,1.000000e-05,1.256115e-03,3,0.000000e+00,0.000000e+00,2.103865e-07,5.816936e-04,2.552032e-03,1.281738e-03,1.281738e-03,1.914494e+04,1.020399e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.678372e-07,168480000,1.052796e+02,6.839863e-04,5.445251e-06,6.546760e+01,2.288884e-02,-6.014392e+01,1.256115e+02,6.025714e+00,5.153362e+00,108529800,6.209539e+00,673920000,673920000,4.897662e+00,4.178146e+00,2,1.092689e+03,9.321083e+02
